Log file open, 01/21/23 17:15:10
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.DownsampleFactor:8]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.TracingOctahedronResolution:16]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.FullResolutionJitterWidth:.5]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Lumen.TranslucencyVolume.TracingOctahedronResolution:4]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Lumen.TranslucencyVolume.RadianceCache.ProbeResolution:16]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Lumen.TranslucencyVolume.RadianceCache.NumProbesToTraceBudget:1000]]
[2023.01.21-16.15.11:724][  0]LogConfig: Applying CVar settings from Section [ReflectionQuality@Cine] File [Scalability]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Lumen.TranslucencyReflections.FrontLayer.Enable:1]]
[2023.01.21-16.15.11:724][  0]LogConfig: Applying CVar settings from Section [PostProcessQuality@Cine] File [Scalability]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.GTAO.Numangles:4]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.DepthOfFieldQuality:4]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.RenderTargetPoolMin:1000]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.LensFlareQuality:3]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Bloom.ScreenPercentage:100]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.DOF.Gather.EnableBokehSettings:1       ; bokeh simulation when gathering]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.DOF.Gather.RingCount:5                 ; high number of samples when gathering]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.DOF.Scatter.MaxSpriteRatio:0.25        ; only a maximum of 10% of scattered bokeh]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.DOF.Recombine.Quality:2                ; highest slight out of focus]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.DOF.Recombine.EnableBokehSettings:1    ; bokeh simulation on slight out of focus]]
[2023.01.21-16.15.11:724][  0]LogConfig: Applying CVar settings from Section [TextureQuality@Cine] File [Scalability]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.Streaming.PoolSize:3000]]
[2023.01.21-16.15.11:724][  0]LogConfig: Applying CVar settings from Section [EffectsQuality@Cine] File [Scalability]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SSR.Quality:4]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SSGI.Quality:4]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.FastApplyOnOpaque:0]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:8]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution:32.0]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT:0]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:256.0]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMin:8.0]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:256.0]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.SampleCount:30.0]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.SkyAtmosphere.MultiScatteringLUT.SampleCount:20.0]]
[2023.01.21-16.15.11:724][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:4]] deferred - dummy variable created
[2023.01.21-16.15.11:724][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@Cine] File [Scalability]
[2023.01.21-16.15.11:724][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@Cine] File [Scalability]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.HairStrands.SkyLighting.IntegrationType:0]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.HairStrands.SkyAO.SampleCount:8]]
[2023.01.21-16.15.11:724][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:8]]
[2023.01.21-16.15.11:725][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2023.01.21-16.15.11:725][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.01.21-16.15.11:725][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.01.21-16.15.11:725][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.01.21-16.15.11:725][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.01.21-16.15.11:725][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.01.21-16.15.11:725][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/Saved/Config/WindowsEditor/Editor.ini]
[2023.01.21-16.15.11:725][  0]LogInit: Computer: DESKTOP-128G089
[2023.01.21-16.15.11:725][  0]LogInit: User: USER
[2023.01.21-16.15.11:725][  0]LogInit: CPU Page size=4096, Cores=6
[2023.01.21-16.15.11:725][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.01.21-16.15.11:725][  0]LogMemory: Memory total: Physical=23.8GB (24GB approx)
[2023.01.21-16.15.11:725][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.01.21-16.15.11:725][  0]LogMemory: Process Physical Memory: 295.67 MB used, 302.38 MB peak
[2023.01.21-16.15.11:725][  0]LogMemory: Process Virtual Memory: 279.37 MB used, 279.37 MB peak
[2023.01.21-16.15.11:725][  0]LogMemory: Physical Memory: 11901.98 MB used,  12459.43 MB free, 24361.41 MB total
[2023.01.21-16.15.11:725][  0]LogMemory: Virtual Memory: 15427.32 MB used,  41702.09 MB free, 57129.41 MB total
[2023.01.21-16.15.11:725][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.01.21-16.15.11:824][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.01.21-16.15.11:835][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.01.21-16.15.11:836][  0]LogInit: Using OS detected language (en-US).
[2023.01.21-16.15.11:836][  0]LogInit: Using OS detected locale (en-US).
[2023.01.21-16.15.11:842][  0]LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
[2023.01.21-16.15.12:066][  0]LogInit: Setting process to per monitor DPI aware
[2023.01.21-16.15.12:079][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.01.21-16.15.12:079][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.01.21-16.15.12:079][  0]LogWindowsTextInputMethodSystem:   - Macedonian (North Macedonia) - (Keyboard).
[2023.01.21-16.15.12:079][  0]LogWindowsTextInputMethodSystem:   - Japanese (Japan) - Microsoft IME (TSF IME).
[2023.01.21-16.15.12:079][  0]LogWindowsTextInputMethodSystem:   - English (United States) - Touch Input Correction (TSF IME).
[2023.01.21-16.15.12:079][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United States) - (Keyboard).
[2023.01.21-16.15.12:095][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.01.21-16.15.12:095][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.01.21-16.15.12:271][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.01.21-16.15.12:272][  0]LogWindows: Attached monitors:
[2023.01.21-16.15.12:272][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1040), device: '\\.\DISPLAY1' [PRIMARY]
[2023.01.21-16.15.12:272][  0]LogWindows: Found 1 attached monitors.
[2023.01.21-16.15.12:272][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.01.21-16.15.12:272][  0]LogRHI: RHI Adapter Info:
[2023.01.21-16.15.12:272][  0]LogRHI:             Name: NVIDIA GeForce RTX 2070
[2023.01.21-16.15.12:272][  0]LogRHI:   Driver Version: 517.48 (internal:31.0.15.1748, unified:517.48)
[2023.01.21-16.15.12:272][  0]LogRHI:      Driver Date: 9-21-2022
[2023.01.21-16.15.12:272][  0]LogD3D12RHI:     GPU DeviceId: 0x1f14 (for the marketing name, search the web for "GPU Device Id")
[2023.01.21-16.15.12:272][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.01.21-16.15.12:276][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.01.21-16.15.12:276][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: Bindless resources are supported
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.01.21-16.15.12:384][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.01.21-16.15.12:495][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.01.21-16.15.12:495][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.01.21-16.15.12:496][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.01.21-16.15.12:579][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.01.21-16.15.12:580][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.01.21-16.15.12:581][  0]LogRHI: Texture pool is 4575 MB (70% of 6536 MB)
[2023.01.21-16.15.12:581][  0]LogD3D12RHI: Async texture creation enabled
[2023.01.21-16.15.12:581][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.01.21-16.15.12:620][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/WarehouseWreckage.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/Intermediate/TurnkeyReport_0.log" -log="C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/Intermediate/TurnkeyLog_0.log" -project="C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/WarehouseWreckage.uproject"  -platform=all'
[2023.01.21-16.15.12:620][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.0.2/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/WarehouseWreckage.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/Intermediate/TurnkeyReport_0.log" -log="C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/Intermediate/TurnkeyLog_0.log" -project="C:/Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/WarehouseWreckage.uproject"  -platform=all" ]
[2023.01.21-16.15.12:663][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.01.21-16.15.12:663][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.01.21-16.15.12:663][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.01.21-16.15.12:663][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.01.21-16.15.12:663][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.01.21-16.15.12:663][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.01.21-16.15.12:663][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.01.21-16.15.12:664][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.01.21-16.15.12:666][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.01.21-16.15.12:667][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.01.21-16.15.12:668][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.01.21-16.15.12:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.01.21-16.15.12:727][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.01.21-16.15.12:727][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.01.21-16.15.12:735][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.01.21-16.15.12:735][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.01.21-16.15.12:740][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.01.21-16.15.12:740][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.01.21-16.15.12:740][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.01.21-16.15.12:740][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.01.21-16.15.12:746][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.01.21-16.15.12:746][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.01.21-16.15.12:746][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.01.21-16.15.12:752][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.01.21-16.15.12:752][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.01.21-16.15.12:759][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.01.21-16.15.12:759][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.01.21-16.15.12:759][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.01.21-16.15.12:759][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.01.21-16.15.12:759][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.01.21-16.15.12:760][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.01.21-16.15.12:764][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.01.21-16.15.12:764][  0]LogTargetPlatformManager:   ADPCM
[2023.01.21-16.15.12:764][  0]LogTargetPlatformManager:   PCM
[2023.01.21-16.15.12:768][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.01.21-16.15.12:768][  0]LogTargetPlatformManager:   BINKA
[2023.01.21-16.15.12:775][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.01.21-16.15.12:775][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.01.21-16.15.12:775][  0]LogTargetPlatformManager:   OGG
[2023.01.21-16.15.12:778][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.01.21-16.15.12:778][  0]LogTargetPlatformManager:   OPUS
[2023.01.21-16.15.12:830][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   SF_METAL
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.01.21-16.15.12:836][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.01.21-16.15.12:842][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.01.21-16.15.12:842][  0]LogTargetPlatformManager:   VVM_1_0
[2023.01.21-16.15.12:842][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.01.21-16.15.12:842][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.01.21-16.15.12:842][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.01.21-16.15.12:843][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.01.21-16.15.12:843][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.01.21-16.15.12:843][  0]LogRendererCore: Ray tracing is enabled for the editor. Reason: r.RayTracing=1 and r.RayTracing.EnableInEditor=1.
[2023.01.21-16.15.12:846][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../../Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.01.21-16.15.12:846][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.01.21-16.15.12:846][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../../Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.21-16.15.12:846][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.01.21-16.15.12:875][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.01.21-16.15.12:875][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.21-16.15.12:875][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.01.21-16.15.12:881][  0]LogDerivedDataCache: Speed tests for C:/Users/USER/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.01.21-16.15.12:881][  0]LogDerivedDataCache: Display: Performance to C:/Users/USER/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.04ms. RandomReadSpeed=995.06MBs, RandomWriteSpeed=186.20MBs. Assigned SpeedClass 'Local'
[2023.01.21-16.15.12:883][  0]LogDerivedDataCache: Using Local data cache path C:/Users/USER/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.01.21-16.15.12:883][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.01.21-16.15.12:883][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.01.21-16.15.12:883][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.01.21-16.15.12:883][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.01.21-16.15.12:883][  0]LogShaderCompilers: Guid format shader working directory is -24 characters bigger than the processId version (../../../../../../../Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/Intermediate/Shaders/WorkingDirectory/5404/).
[2023.01.21-16.15.12:883][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/USER/AppData/Local/Temp/UnrealShaderWorkingDir/9EF7A80F455279860B69EF8B23BACD16/'.
[2023.01.21-16.15.12:884][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.01.21-16.15.12:884][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 9 workers.
[2023.01.21-16.15.14:249][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.01.21-16.15.14:716][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../../Users/USER/Desktop/UnrealUdemy/WarehouseWreckage/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.01.21-16.15.14:716][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: ---
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: ---
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.01.21-16.15.15:695][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.01.21-16.15.15:921][  0]LogSlate: Using FreeType 2.10.0
[2023.01.21-16.15.15:922][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.01.21-16.15.15:977][  0]LogAssetRegistry: FAssetRegistry took 0.0209 seconds to start up
[2023.01.21-16.15.15:983][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.01.21-16.15.16:291][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.01.21-16.15.16:975][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.21-16.15.16:975][  0]LogDeviceProfileManager: Available device profiles:
[2023.01.21-16.15.16:975][  0]LogDeviceProfileManager: 	[00000A2D31EB5600][00000A2D26DEA800 52] GlobalDefaults, 
[2023.01.21-16.15.16:975][  0]LogDeviceProfileManager: 	[00000A2D31EB7C00][00000A2D26DD0000 52] Windows, 
[2023.01.21-16.15.16:975][  0]LogDeviceProfileManager: 	[00000A2D31EB7E00][00000A2D26DD5000 52] WindowsEditor, 
[2023.01.21-16.15.16:975][  0]LogDeviceProfileManager: 	[00000A2D31EB7800][00000A2D1CB1A000 52] WindowsServer, 
[2023.01.21-16.15.16:975][  0]LogDeviceProfileManager: 	[00000A2D31EB6E00][00000A2D26C5C800 52] WindowsClient, 
[2023.01.21-16.15.16:975][  0]LogDeviceProfileManager: 	[00000A2D31EB5C00][00000A2D26DD7800 52] IOS, 
[2023.01.21-16.15.16:976][  0]LogDeviceProfileManager: 	[00000A2D31EB5200][00000A2D26C5A000 52] iPadAir2, 
[2023.01.21-16.15.16:976][  0]LogDeviceProfileManager: 	[00000A2D31EB8800][00000A2D32C72800 52] IPadPro, 
